Province,CAT_B,WardNo,WardName,WIKIDATA,WardID,MapCode,MunicName,MS_FB_PARE,MS_FB
GT,GT481,16,Mogale City Ward 16,Q57577129,74801016,GT481_16,Mogale City,country:za/province:gt/local-municipality:mogale-city,country:za/province:gt/local-municipality:mogale-city/ward:16
GT,GT481,17,Mogale City Ward 17,Q57577130,74801017,GT481_17,Mogale City,country:za/province:gt/local-municipality:mogale-city,country:za/province:gt/local-municipality:mogale-city/ward:17
GT,GT481,18,Mogale City Ward 18,Q57577132,74801018,GT481_18,Mogale City,country:za/province:gt/local-municipality:mogale-city,country:za/province:gt/local-municipality:mogale-city/ward:18
GT,GT481,19,Mogale City Ward 19,Q57577133,74801019,GT481_19,Mogale City,country:za/province:gt/local-municipality:mogale-city,country:za/province:gt/local-municipality:mogale-city/ward:19
GT,GT481,20,Mogale City Ward 20,Q57577136,74801020,GT481_20,Mogale City,country:za/province:gt/local-municipality:mogale-city,country:za/province:gt/local-municipality:mogale-city/ward:20
GT,GT481,21,Mogale City Ward 21,Q57577137,74801021,GT481_21,Mogale City,country:za/province:gt/local-municipality:mogale-city,country:za/province:gt/local-municipality:mogale-city/ward:21
GT,GT481,22,Mogale City Ward 22,Q57577139,74801022,GT481_22,Mogale City,country:za/province:gt/local-municipality:mogale-city,country:za/province:gt/local-municipality:mogale-city/ward:22
GT,GT481,23,Mogale City Ward 23,Q57577140,74801023,GT481_23,Mogale City,country:za/province:gt/local-municipality:mogale-city,country:za/province:gt/local-municipality:mogale-city/ward:23
GT,GT481,24,Mogale City Ward 24,Q57577141,74801024,GT481_24,Mogale City,country:za/province:gt/local-municipality:mogale-city,country:za/province:gt/local-municipality:mogale-city/ward:24
GT,GT481,25,Mogale City Ward 25,Q57577143,74801025,GT481_25,Mogale City,country:za/province:gt/local-municipality:mogale-city,country:za/province:gt/local-municipality:mogale-city/ward:25
GT,GT481,26,Mogale City Ward 26,Q57577145,74801026,GT481_26,Mogale City,country:za/province:gt/local-municipality:mogale-city,country:za/province:gt/local-municipality:mogale-city/ward:26
GT,GT421,1,Emfuleni Ward 1,Q57577146,74201001,GT421_1,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:1
GT,GT421,2,Emfuleni Ward 2,Q57577149,74201002,GT421_2,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:2
GT,GT421,3,Emfuleni Ward 3,Q57577150,74201003,GT421_3,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:3
GT,GT421,4,Emfuleni Ward 4,Q57577151,74201004,GT421_4,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:4
GT,GT421,5,Emfuleni Ward 5,Q57577152,74201005,GT421_5,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:5
GT,GT421,6,Emfuleni Ward 6,Q57577153,74201006,GT421_6,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:6
GT,GT421,7,Emfuleni Ward 7,Q57577154,74201007,GT421_7,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:7
GT,GT421,8,Emfuleni Ward 8,Q57577155,74201008,GT421_8,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:8
GT,GT421,9,Emfuleni Ward 9,Q57577157,74201009,GT421_9,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:9
GT,GT421,10,Emfuleni Ward 10,Q57577158,74201010,GT421_10,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:10
GT,GT421,11,Emfuleni Ward 11,Q57577159,74201011,GT421_11,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:11
GT,GT421,12,Emfuleni Ward 12,Q57577162,74201012,GT421_12,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:12
GT,GT421,13,Emfuleni Ward 13,Q57577163,74201013,GT421_13,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:13
GT,GT421,14,Emfuleni Ward 14,Q57577164,74201014,GT421_14,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:14
GT,GT421,15,Emfuleni Ward 15,Q57577166,74201015,GT421_15,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:15
GT,GT421,16,Emfuleni Ward 16,Q57577167,74201016,GT421_16,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:16
GT,GT421,17,Emfuleni Ward 17,Q57577168,74201017,GT421_17,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:17
GT,GT421,18,Emfuleni Ward 18,Q57577170,74201018,GT421_18,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:18
GT,GT421,19,Emfuleni Ward 19,Q57577171,74201019,GT421_19,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:19
GT,GT421,20,Emfuleni Ward 20,Q57577174,74201020,GT421_20,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:20
GT,GT421,21,Emfuleni Ward 21,Q57577175,74201021,GT421_21,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:21
GT,GT421,22,Emfuleni Ward 22,Q57577176,74201022,GT421_22,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:22
GT,GT421,23,Emfuleni Ward 23,Q57577178,74201023,GT421_23,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:23
GT,GT421,24,Emfuleni Ward 24,Q57577180,74201024,GT421_24,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:24
GT,GT421,25,Emfuleni Ward 25,Q57577182,74201025,GT421_25,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:25
GT,GT421,26,Emfuleni Ward 26,Q57577184,74201026,GT421_26,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:26
GT,GT421,27,Emfuleni Ward 27,Q57577185,74201027,GT421_27,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:27
GT,GT421,28,Emfuleni Ward 28,Q57577187,74201028,GT421_28,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:28
GT,GT421,29,Emfuleni Ward 29,Q57577188,74201029,GT421_29,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:29
GT,GT421,30,Emfuleni Ward 30,Q57577189,74201030,GT421_30,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:30
GT,GT421,31,Emfuleni Ward 31,Q57577192,74201031,GT421_31,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:31
GT,GT421,32,Emfuleni Ward 32,Q57577194,74201032,GT421_32,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:32
GT,GT421,33,Emfuleni Ward 33,Q57577195,74201033,GT421_33,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:33
GT,GT421,34,Emfuleni Ward 34,Q57577198,74201034,GT421_34,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:34
GT,GT421,35,Emfuleni Ward 35,Q57577199,74201035,GT421_35,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:35
GT,GT421,36,Emfuleni Ward 36,Q57577200,74201036,GT421_36,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:36
GT,GT421,37,Emfuleni Ward 37,Q57577202,74201037,GT421_37,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:37
GT,GT421,38,Emfuleni Ward 38,Q57577203,74201038,GT421_38,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:38
GT,GT421,39,Emfuleni Ward 39,Q57577204,74201039,GT421_39,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:39
GT,GT421,40,Emfuleni Ward 40,Q57577206,74201040,GT421_40,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:40
GT,GT421,41,Emfuleni Ward 41,Q57577207,74201041,GT421_41,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:41
GT,GT421,42,Emfuleni Ward 42,Q57577209,74201042,GT421_42,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:42
GT,GT421,43,Emfuleni Ward 43,Q57577211,74201043,GT421_43,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:43
GT,GT421,44,Emfuleni Ward 44,Q57577213,74201044,GT421_44,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:44
GT,GT421,45,Emfuleni Ward 45,Q57577214,74201045,GT421_45,Emfuleni,country:za/province:gt/local-municipality:emfuleni,country:za/province:gt/local-municipality:emfuleni/ward:45
GT,EKU,1,Ekurhuleni Ward 1,Q57577215,79700001,EKU_1,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:1
GT,EKU,2,Ekurhuleni Ward 2,Q57577218,79700002,EKU_2,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:2
GT,EKU,3,Ekurhuleni Ward 3,Q57577219,79700003,EKU_3,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:3
GT,EKU,4,Ekurhuleni Ward 4,Q57577220,79700004,EKU_4,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:4
GT,EKU,5,Ekurhuleni Ward 5,Q57577223,79700005,EKU_5,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:5
GT,EKU,6,Ekurhuleni Ward 6,Q57577224,79700006,EKU_6,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:6
GT,EKU,7,Ekurhuleni Ward 7,Q57577225,79700007,EKU_7,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:7
GT,EKU,8,Ekurhuleni Ward 8,Q57577228,79700008,EKU_8,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:8
GT,EKU,9,Ekurhuleni Ward 9,Q57577230,79700009,EKU_9,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:9
GT,EKU,10,Ekurhuleni Ward 10,Q57577231,79700010,EKU_10,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:10
GT,EKU,11,Ekurhuleni Ward 11,Q57577234,79700011,EKU_11,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:11
GT,EKU,12,Ekurhuleni Ward 12,Q57577235,79700012,EKU_12,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:12
GT,EKU,13,Ekurhuleni Ward 13,Q57577238,79700013,EKU_13,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:13
GT,EKU,14,Ekurhuleni Ward 14,Q57577239,79700014,EKU_14,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:14
GT,EKU,15,Ekurhuleni Ward 15,Q57577241,79700015,EKU_15,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:15
GT,EKU,16,Ekurhuleni Ward 16,Q57577243,79700016,EKU_16,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:16
GT,EKU,17,Ekurhuleni Ward 17,Q57577245,79700017,EKU_17,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:17
GT,EKU,18,Ekurhuleni Ward 18,Q57577246,79700018,EKU_18,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:18
GT,EKU,19,Ekurhuleni Ward 19,Q57577248,79700019,EKU_19,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:19
GT,EKU,20,Ekurhuleni Ward 20,Q57577250,79700020,EKU_20,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:20
GT,EKU,21,Ekurhuleni Ward 21,Q57577251,79700021,EKU_21,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:21
GT,EKU,22,Ekurhuleni Ward 22,Q57577252,79700022,EKU_22,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:22
GT,EKU,23,Ekurhuleni Ward 23,Q57577254,79700023,EKU_23,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:23
GT,EKU,24,Ekurhuleni Ward 24,Q57577255,79700024,EKU_24,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:24
GT,EKU,25,Ekurhuleni Ward 25,Q57577257,79700025,EKU_25,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:25
GT,EKU,26,Ekurhuleni Ward 26,Q57577258,79700026,EKU_26,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:26
GT,EKU,27,Ekurhuleni Ward 27,Q57577261,79700027,EKU_27,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:27
GT,EKU,28,Ekurhuleni Ward 28,Q57577262,79700028,EKU_28,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:28
GT,EKU,29,Ekurhuleni Ward 29,Q57577263,79700029,EKU_29,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:29
GT,EKU,30,Ekurhuleni Ward 30,Q57577265,79700030,EKU_30,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:30
GT,EKU,31,Ekurhuleni Ward 31,Q57577267,79700031,EKU_31,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:31
GT,EKU,32,Ekurhuleni Ward 32,Q57577268,79700032,EKU_32,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:32
GT,EKU,33,Ekurhuleni Ward 33,Q57577269,79700033,EKU_33,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:33
GT,EKU,34,Ekurhuleni Ward 34,Q57577270,79700034,EKU_34,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:34
GT,EKU,35,Ekurhuleni Ward 35,Q57577271,79700035,EKU_35,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:35
GT,EKU,36,Ekurhuleni Ward 36,Q57577273,79700036,EKU_36,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:36
GT,EKU,37,Ekurhuleni Ward 37,Q57577274,79700037,EKU_37,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:37
GT,EKU,38,Ekurhuleni Ward 38,Q57577275,79700038,EKU_38,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:38
GT,EKU,39,Ekurhuleni Ward 39,Q57577277,79700039,EKU_39,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:39
GT,EKU,40,Ekurhuleni Ward 40,Q57577278,79700040,EKU_40,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:40
GT,EKU,41,Ekurhuleni Ward 41,Q57577279,79700041,EKU_41,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:41
GT,EKU,42,Ekurhuleni Ward 42,Q57577281,79700042,EKU_42,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:42
GT,EKU,43,Ekurhuleni Ward 43,Q57577282,79700043,EKU_43,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:43
GT,EKU,44,Ekurhuleni Ward 44,Q57577283,79700044,EKU_44,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:44
GT,EKU,45,Ekurhuleni Ward 45,Q57577284,79700045,EKU_45,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:45
GT,EKU,46,Ekurhuleni Ward 46,Q57577285,79700046,EKU_46,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:46
GT,EKU,47,Ekurhuleni Ward 47,Q57577286,79700047,EKU_47,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:47
GT,EKU,48,Ekurhuleni Ward 48,Q57577287,79700048,EKU_48,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:48
GT,EKU,49,Ekurhuleni Ward 49,Q57577288,79700049,EKU_49,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:49
GT,EKU,50,Ekurhuleni Ward 50,Q57577290,79700050,EKU_50,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:50
GT,EKU,51,Ekurhuleni Ward 51,Q57577291,79700051,EKU_51,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:51
GT,EKU,52,Ekurhuleni Ward 52,Q57577292,79700052,EKU_52,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:52
GT,EKU,53,Ekurhuleni Ward 53,Q57577293,79700053,EKU_53,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:53
GT,EKU,54,Ekurhuleni Ward 54,Q57577294,79700054,EKU_54,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:54
GT,EKU,55,Ekurhuleni Ward 55,Q57577296,79700055,EKU_55,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:55
GT,EKU,56,Ekurhuleni Ward 56,Q57577298,79700056,EKU_56,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:56
GT,EKU,57,Ekurhuleni Ward 57,Q57577299,79700057,EKU_57,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:57
GT,EKU,58,Ekurhuleni Ward 58,Q57577300,79700058,EKU_58,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:58
GT,EKU,59,Ekurhuleni Ward 59,Q57577301,79700059,EKU_59,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:59
GT,EKU,60,Ekurhuleni Ward 60,Q57577303,79700060,EKU_60,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:60
GT,EKU,61,Ekurhuleni Ward 61,Q57577304,79700061,EKU_61,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:61
GT,EKU,62,Ekurhuleni Ward 62,Q57577305,79700062,EKU_62,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:62
GT,EKU,63,Ekurhuleni Ward 63,Q57577306,79700063,EKU_63,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:63
GT,EKU,64,Ekurhuleni Ward 64,Q57577307,79700064,EKU_64,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:64
GT,EKU,65,Ekurhuleni Ward 65,Q57577308,79700065,EKU_65,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:65
GT,EKU,66,Ekurhuleni Ward 66,Q57577309,79700066,EKU_66,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:66
GT,EKU,67,Ekurhuleni Ward 67,Q57577310,79700067,EKU_67,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:67
GT,EKU,68,Ekurhuleni Ward 68,Q57577311,79700068,EKU_68,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:68
GT,EKU,69,Ekurhuleni Ward 69,Q57577312,79700069,EKU_69,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:69
GT,EKU,70,Ekurhuleni Ward 70,Q57577313,79700070,EKU_70,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:70
GT,EKU,71,Ekurhuleni Ward 71,Q57577314,79700071,EKU_71,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:71
GT,EKU,72,Ekurhuleni Ward 72,Q57577315,79700072,EKU_72,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:72
GT,EKU,73,Ekurhuleni Ward 73,Q57577316,79700073,EKU_73,Ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni,country:za/province:gt/metropolitan-municipality-of-south-africa:ekurhuleni/ward:73
