Province,CAT_B,WardNo,WardName,WIKIDATA,WardID,MapCode,MunicName,MS_FB_PARE,MS_FB
WC,CPT,32,City of Cape Town Ward 32,Q57576019,19100032,CPT_32,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:32
WC,CPT,33,City of Cape Town Ward 33,Q57576022,19100033,CPT_33,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:33
WC,CPT,34,City of Cape Town Ward 34,Q57576024,19100034,CPT_34,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:34
WC,CPT,35,City of Cape Town Ward 35,Q57576026,19100035,CPT_35,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:35
WC,CPT,36,City of Cape Town Ward 36,Q57576028,19100036,CPT_36,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:36
WC,CPT,37,City of Cape Town Ward 37,Q57576029,19100037,CPT_37,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:37
WC,CPT,38,City of Cape Town Ward 38,Q57576031,19100038,CPT_38,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:38
WC,CPT,39,City of Cape Town Ward 39,Q57576032,19100039,CPT_39,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:39
WC,CPT,40,City of Cape Town Ward 40,Q57576034,19100040,CPT_40,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:40
WC,CPT,41,City of Cape Town Ward 41,Q57576035,19100041,CPT_41,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:41
WC,CPT,42,City of Cape Town Ward 42,Q57576036,19100042,CPT_42,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:42
WC,CPT,43,City of Cape Town Ward 43,Q57576040,19100043,CPT_43,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:43
WC,CPT,44,City of Cape Town Ward 44,Q57576042,19100044,CPT_44,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:44
WC,CPT,45,City of Cape Town Ward 45,Q57576043,19100045,CPT_45,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:45
WC,CPT,46,City of Cape Town Ward 46,Q57576046,19100046,CPT_46,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:46
WC,CPT,47,City of Cape Town Ward 47,Q57576047,19100047,CPT_47,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:47
WC,CPT,48,City of Cape Town Ward 48,Q57576048,19100048,CPT_48,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:48
WC,CPT,49,City of Cape Town Ward 49,Q57576049,19100049,CPT_49,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:49
WC,CPT,50,City of Cape Town Ward 50,Q57576052,19100050,CPT_50,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:50
WC,CPT,51,City of Cape Town Ward 51,Q57576053,19100051,CPT_51,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:51
WC,CPT,52,City of Cape Town Ward 52,Q57576054,19100052,CPT_52,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:52
WC,CPT,53,City of Cape Town Ward 53,Q57576055,19100053,CPT_53,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:53
WC,CPT,55,City of Cape Town Ward 55,Q57576057,19100055,CPT_55,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:55
WC,CPT,56,City of Cape Town Ward 56,Q57576058,19100056,CPT_56,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:56
WC,CPT,57,City of Cape Town Ward 57,Q57576060,19100057,CPT_57,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:57
WC,CPT,58,City of Cape Town Ward 58,Q57576061,19100058,CPT_58,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:58
WC,CPT,59,City of Cape Town Ward 59,Q57576062,19100059,CPT_59,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:59
WC,CPT,60,City of Cape Town Ward 60,Q57576064,19100060,CPT_60,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:60
WC,CPT,61,City of Cape Town Ward 61,Q57576066,19100061,CPT_61,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:61
WC,CPT,62,City of Cape Town Ward 62,Q57576067,19100062,CPT_62,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:62
WC,CPT,63,City of Cape Town Ward 63,Q57576069,19100063,CPT_63,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:63
WC,CPT,64,City of Cape Town Ward 64,Q57576070,19100064,CPT_64,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:64
WC,CPT,65,City of Cape Town Ward 65,Q57576072,19100065,CPT_65,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:65
WC,CPT,66,City of Cape Town Ward 66,Q57576074,19100066,CPT_66,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:66
WC,CPT,67,City of Cape Town Ward 67,Q57576075,19100067,CPT_67,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:67
WC,CPT,68,City of Cape Town Ward 68,Q57576077,19100068,CPT_68,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:68
WC,CPT,69,City of Cape Town Ward 69,Q57576078,19100069,CPT_69,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:69
WC,CPT,101,City of Cape Town Ward 101,Q57576081,19100101,CPT_101,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:101
WC,CPT,102,City of Cape Town Ward 102,Q57576082,19100102,CPT_102,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:102
WC,CPT,103,City of Cape Town Ward 103,Q57576084,19100103,CPT_103,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:103
WC,CPT,104,City of Cape Town Ward 104,Q57576086,19100104,CPT_104,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:104
WC,CPT,105,City of Cape Town Ward 105,Q57576090,19100105,CPT_105,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:105
WC,CPT,106,City of Cape Town Ward 106,Q57576095,19100106,CPT_106,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:106
WC,CPT,107,City of Cape Town Ward 107,Q57576097,19100107,CPT_107,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:107
WC,CPT,108,City of Cape Town Ward 108,Q57576099,19100108,CPT_108,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:108
WC,CPT,109,City of Cape Town Ward 109,Q57576100,19100109,CPT_109,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:109
WC,CPT,110,City of Cape Town Ward 110,Q57576102,19100110,CPT_110,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:110
WC,CPT,111,City of Cape Town Ward 111,Q57576105,19100111,CPT_111,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:111
WC,CPT,112,City of Cape Town Ward 112,Q57576106,19100112,CPT_112,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:112
WC,CPT,113,City of Cape Town Ward 113,Q57576108,19100113,CPT_113,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:113
WC,CPT,114,City of Cape Town Ward 114,Q57576109,19100114,CPT_114,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:114
WC,CPT,115,City of Cape Town Ward 115,Q57576112,19100115,CPT_115,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:115
WC,CPT,116,City of Cape Town Ward 116,Q57576113,19100116,CPT_116,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:116
FS,FS184,3,Matjhabeng Ward 3,Q57576115,41804003,FS184_3,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:3
FS,FS184,36,Matjhabeng Ward 36,Q57576116,41804036,FS184_36,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:36
WC,CPT,54,City of Cape Town Ward 54,Q57576118,19100054,CPT_54,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:54
GT,JHB,1,City of Johannesburg Ward 1,Q57576120,79800001,JHB_1,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:1
GT,JHB,2,City of Johannesburg Ward 2,Q57576121,79800002,JHB_2,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:2
GT,JHB,3,City of Johannesburg Ward 3,Q57576122,79800003,JHB_3,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:3
GT,JHB,4,City of Johannesburg Ward 4,Q57576125,79800004,JHB_4,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:4
GT,JHB,5,City of Johannesburg Ward 5,Q57576126,79800005,JHB_5,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:5
GT,JHB,6,City of Johannesburg Ward 6,Q57576128,79800006,JHB_6,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:6
GT,JHB,7,City of Johannesburg Ward 7,Q57576130,79800007,JHB_7,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:7
GT,JHB,8,City of Johannesburg Ward 8,Q57576131,79800008,JHB_8,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:8
GT,JHB,9,City of Johannesburg Ward 9,Q57576132,79800009,JHB_9,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:9
GT,JHB,10,City of Johannesburg Ward 10,Q57576133,79800010,JHB_10,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:10
GT,JHB,11,City of Johannesburg Ward 11,Q57576135,79800011,JHB_11,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:11
GT,JHB,12,City of Johannesburg Ward 12,Q57576136,79800012,JHB_12,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:12
GT,JHB,13,City of Johannesburg Ward 13,Q57576137,79800013,JHB_13,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:13
GT,JHB,14,City of Johannesburg Ward 14,Q57576139,79800014,JHB_14,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:14
GT,JHB,15,City of Johannesburg Ward 15,Q57576140,79800015,JHB_15,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:15
GT,JHB,16,City of Johannesburg Ward 16,Q57576141,79800016,JHB_16,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:16
GT,JHB,17,City of Johannesburg Ward 17,Q57576142,79800017,JHB_17,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:17
GT,JHB,18,City of Johannesburg Ward 18,Q57576145,79800018,JHB_18,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:18
GT,JHB,19,City of Johannesburg Ward 19,Q57576147,79800019,JHB_19,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:19
GT,JHB,20,City of Johannesburg Ward 20,Q57576149,79800020,JHB_20,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:20
GT,JHB,21,City of Johannesburg Ward 21,Q57576151,79800021,JHB_21,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:21
GT,JHB,22,City of Johannesburg Ward 22,Q57576152,79800022,JHB_22,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:22
GT,JHB,23,City of Johannesburg Ward 23,Q57576153,79800023,JHB_23,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:23
GT,JHB,24,City of Johannesburg Ward 24,Q57576155,79800024,JHB_24,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:24
GT,JHB,25,City of Johannesburg Ward 25,Q57576156,79800025,JHB_25,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:25
GT,JHB,26,City of Johannesburg Ward 26,Q57576157,79800026,JHB_26,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:26
GT,JHB,27,City of Johannesburg Ward 27,Q57576161,79800027,JHB_27,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:27
GT,JHB,28,City of Johannesburg Ward 28,Q57576162,79800028,JHB_28,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:28
GT,JHB,29,City of Johannesburg Ward 29,Q57576163,79800029,JHB_29,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:29
GT,JHB,30,City of Johannesburg Ward 30,Q57576165,79800030,JHB_30,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:30
GT,JHB,31,City of Johannesburg Ward 31,Q57576168,79800031,JHB_31,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:31
GT,JHB,32,City of Johannesburg Ward 32,Q57576170,79800032,JHB_32,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:32
GT,JHB,33,City of Johannesburg Ward 33,Q57576173,79800033,JHB_33,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:33
GT,JHB,34,City of Johannesburg Ward 34,Q57576174,79800034,JHB_34,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:34
GT,JHB,35,City of Johannesburg Ward 35,Q57576175,79800035,JHB_35,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:35
GT,JHB,36,City of Johannesburg Ward 36,Q57576177,79800036,JHB_36,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:36
GT,JHB,37,City of Johannesburg Ward 37,Q57576181,79800037,JHB_37,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:37
GT,JHB,38,City of Johannesburg Ward 38,Q57576182,79800038,JHB_38,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:38
GT,JHB,39,City of Johannesburg Ward 39,Q57576189,79800039,JHB_39,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:39
GT,JHB,40,City of Johannesburg Ward 40,Q57576191,79800040,JHB_40,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:40
GT,JHB,41,City of Johannesburg Ward 41,Q57576194,79800041,JHB_41,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:41
GT,JHB,42,City of Johannesburg Ward 42,Q57576195,79800042,JHB_42,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:42
GT,JHB,43,City of Johannesburg Ward 43,Q57576196,79800043,JHB_43,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:43
GT,JHB,44,City of Johannesburg Ward 44,Q57576198,79800044,JHB_44,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:44
GT,JHB,45,City of Johannesburg Ward 45,Q57576199,79800045,JHB_45,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:45
GT,JHB,46,City of Johannesburg Ward 46,Q57576200,79800046,JHB_46,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:46
GT,JHB,47,City of Johannesburg Ward 47,Q57576203,79800047,JHB_47,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:47
GT,JHB,48,City of Johannesburg Ward 48,Q57576204,79800048,JHB_48,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:48
GT,JHB,49,City of Johannesburg Ward 49,Q57576207,79800049,JHB_49,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:49
GT,JHB,50,City of Johannesburg Ward 50,Q57576208,79800050,JHB_50,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:50
GT,JHB,51,City of Johannesburg Ward 51,Q57576209,79800051,JHB_51,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:51
GT,JHB,52,City of Johannesburg Ward 52,Q57576212,79800052,JHB_52,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:52
GT,JHB,53,City of Johannesburg Ward 53,Q57576213,79800053,JHB_53,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:53
GT,JHB,54,City of Johannesburg Ward 54,Q57576214,79800054,JHB_54,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:54
GT,JHB,55,City of Johannesburg Ward 55,Q57576216,79800055,JHB_55,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:55
GT,JHB,56,City of Johannesburg Ward 56,Q57576218,79800056,JHB_56,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:56
GT,JHB,57,City of Johannesburg Ward 57,Q57576220,79800057,JHB_57,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:57
GT,JHB,58,City of Johannesburg Ward 58,Q57576221,79800058,JHB_58,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:58
GT,JHB,59,City of Johannesburg Ward 59,Q57576224,79800059,JHB_59,City of Johannesburg,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne,country:za/province:gt/metropolitan-municipality-of-south-africa:city-of-johanne/ward:59
